Year,Movie,Revenue,Budget,Summary,Director,Writers,Stars,Production
1995,Vampire in Brooklyn,"$19,900,000","$20,000,000","Maximillian is the only survivor from a race of vampires on a Caribbean Island, and as a vampire, he must find a mate to keep the line from ending. He knows that a child had been born to a ...
                    See full summary »",Wes Craven,"['Eddie Murphy', 'Vernon Lynch']","['Eddie Murphy', 'Angela Bassett', 'Allen Payne']","['Eddie Murphy Productions', 'Paramount Pictures']"
1996,Beautiful Girls,"$20,837,000",NA,A piano player at a crossroads in his life returns home to his friends and their own problems with life and love.,Ted Demme,['Scott Rosenberg'],"['Matt Dillon', 'Timothy Hutton', 'Noah Emmerich']","['Miramax', 'Woods Entertainment']"
1996,Broken Arrow,"£4,000,503","$50,000,000",Terrorists steal nuclear warheads from the U.S. military but don't count on a pilot and park ranger spoiling their plans.,John Woo,['Graham Yost'],"['John Travolta', 'Christian Slater', 'Samantha Mathis']","['Twentieth Century Fox Film Corporation', 'Mark Gordon Productions', 'WCG Entertainment Productions']"
1995,In the Bleak Midwinter,"$346,839",NA,"Out of work actor Joe volunteers to help try and save his sister's local church for the community by putting on a Christmas production of Hamlet, somewhat against the advice of his agent ...
                    See full summary »",Kenneth Branagh,['Kenneth Branagh'],"['Michael Maloney', 'Richard Briers', 'Hetta Charnley']","['Castle Rock Entertainment', 'Midwinter Films']"
1995,"Hate (Haine, La)",NA,NA,NA,NA,NA,NA,NA
1994,Shopping,NA,NA,"You've run out of options, no school, no job. Steal a car, smash a shop with a heavy car and reap the proceeds!. This movie is about underground England. The causes, the benefits, and the result of a life of 'crash and carry'.",Paul W.S. Anderson,['Paul W.S. Anderson'],"['Sadie Frost', 'Jude Law', 'Sean Pertwee']","['Channel Four Films', 'Impact Pictures', 'Kuzui Enterprises']"
1995,Heidi Fleiss: Hollywood Madam,NA,NA,"A documentary crew from the BBC arrives in L.A. intent on interviewing Heidi Fleiss, a year after her arrest for running a brothel but before her trial. Several months elapse before the ...
                    See full summary »",Nick Broomfield,NA,"['Nick Broomfield', 'Madam Alex', 'Corinne Bohrer']","['British Broadcasting Corporation (BBC)', 'Canadian Broadcasting Corporation (CBC)', 'Cinemax Reel Life']"
1996,City Hall,"$20,300,000","$40,000,000","The accidental shooting of a boy in New York leads to an investigation by the Deputy Mayor, and unexpectedly far-reaching consequences.",Harold Becker,"['Ken Lipper', 'Paul Schrader']","['Al Pacino', 'John Cusack', 'Bridget Fonda']",['Castle Rock Entertainment']
1996,Bottle Rocket,"$1,040,879","$7,000,000",Focusing on a trio of friends and their elaborate plan to pull off a simple robbery and go on the run.,Wes Anderson,"['Owen Wilson', 'Wes Anderson']","['Luke Wilson', 'Owen Wilson', 'Ned Dowd']","['Columbia Pictures Corporation', 'Gracie Films']"
1996,Mr. Wrong,"$12,350,030",NA,"A single and lonely woman finds the seemingly perfect man to date, but soon regrets it when his deranged and possessive other personality emerges and worst still, she cannot convince anyone else of his Jekyll/Hyde true nature.",Nick Castle,"['Chris Matheson', 'Kerry Ehrin']","['Ellen DeGeneres', 'Bill Pullman', 'Joan Cusack']","['Mandeville Films', 'Marty Katz Productions', 'Touchstone Pictures']"
1996,Unforgettable,"JPY 10,944,400","$18,000,000","Unsuccessfully framed for his wife's murder, Dr. David Krane attempts to find the real culprit by utilizing a new drug that allows him to experience the memories of other people first-hand....
                    See full summary »",John Dahl,['Bill Geddie'],"['Ray Liotta', 'Linda Fiorentino', 'Peter Coyote']","['Dino De Laurentiis Company', 'Metro-Goldwyn-Mayer (MGM)', 'Spelling Films']"
1996,Happy Gilmore,"$38,624,000","$12,000,000",A rejected hockey player puts his skills to the golf course to save his grandmother's house.,Dennis Dugan,"['Tim Herlihy', 'Adam Sandler']","['Adam Sandler', 'Christopher McDonald', 'Julie Bowen']","['Universal Pictures', 'Brillstein-Grey Entertainment', 'Robert Simonds Productions']"
1995,"The Bridges of Madison County,","£500,343","$35,000,000","Photographer Robert Kincaid wanders into the life of housewife Francesca Johnson, for four days in the 1960s.",Clint Eastwood,"['Richard LaGravenese', 'Robert James Waller']","['Clint Eastwood', 'Meryl Streep', 'Annie Corley']","['Warner Bros.', 'Amblin Entertainment', 'Malpaso Productions']"
1994,Nobody Loves Me (Keiner liebt mich),NA,NA,NA,NA,NA,NA,NA
1996,Muppet Treasure Island,"£2,730,304",NA,The Muppets' twist on the classic tale.,Brian Henson,"['Robert Louis Stevenson', 'Jerry Juhl']","['Tim Curry', 'Billy Connolly', 'Jennifer Saunders']","['Jim Henson Company, The', 'Jim Henson Productions', 'Walt Disney Pictures']"
1995,Catwalk,NA,NA,"Catwoman is trying to go straight, but is recruited by The Ventriloquist as a jewel thief.",Boyd Kirkland,"['Paul Dini', 'Bob Kane']","['Kevin Conroy', 'Adrienne Barbeau', 'Marilu Henner']",['Warner Bros. Television']
1995,Headless Body in Topless Bar,NA,NA,NA,NA,NA,NA,NA
1995,Braveheart,"ESP 1,136,000,000","$72,000,000","When his secret bride is executed for assaulting an English soldier who tried to rape her, William Wallace begins a revolt against King Edward I of England.",Mel Gibson,['Randall Wallace'],"['Mel Gibson', 'Sophie Marceau', 'Patrick McGoohan']","['Icon Entertainment International', 'Ladd Company, The', 'B.H. Finance C.V.']"
1976,Taxi Driver,"SEK 6,283,970","$1,300,000","A mentally unstable Vietnam War veteran works as a night-time taxi driver in New York City where the perceived decadence and sleaze feeds his urge for violent action, attempting to save a preadolescent prostitute in the process.",Martin Scorsese,['Paul Schrader'],"['Robert De Niro', 'Jodie Foster', 'Cybill Shepherd']","['Columbia Pictures Corporation', 'Bill/Phillips', 'Italo/Judeo Productions']"
1995,Rumble in the Bronx,"$32,333,860","$7,500,000",A young man visiting and helping his uncle in New York City finds himself forced to fight a street gang and the mob with his martial art skills.,Stanley Tong,"['Edward Tang', 'Fibe Ma']","['Jackie Chan', 'Anita Mui', 'Françoise Yip']","['Golden Harvest Company', 'Maple Ridge Films', 'Toho-Towa']"
1996,Before and After,NA,NA,NA,NA,NA,NA,NA
1995,Margaret's Museum,"$524,963",NA,"Margaret MacNiel, a girl living in a Cape Breton coal mining town, finds her life changing when she meets Neil Currie, a cheerful bagpipe-playing dishwasher. Unfortunately, neither of them are able to escape the industry around them.",Mort Ransen,"['Sheldon Currie', 'Gerald Wexler']","['Helena Bonham Carter', 'Kate Nelligan', 'Clive Russell']","['British Screen Productions', 'Ciné Télé Action', 'Glace Bay Pictures']"
1995,Happiness Is in the Field,NA,NA,NA,NA,NA,NA,NA
1995,Anne Frank Remembered,"$1,310,200",NA,"Using previously unreleased archival material in addition to contemporary interviews, this academy award-winning documentary tells the story of the Frank family and presents the first ...
                    See full summary »",Jon Blair,"['Jon Blair', 'Anne Frank']","['Kenneth Branagh', 'Glenn Close', 'Janny Brandes-Brilslijper']","['Anne Frank House', 'British Broadcasting Corporation (BBC)', 'Disney Channel']"
1995,"The Young Poisoner's Handbook,","$749,812",NA,"This film is based on a true story about a British teenager who allegedly poisoned family, friends, and co-workers. Graham is highly intelligent, but completely amoral. He becomes ...
                    See full summary »",Benjamin Ross,"['Jeff Rawle', 'Benjamin Ross']","[""Hugh O'Conor"", 'Antony Sher', 'Tobias Arnold']","['Bavaria Film and Television Fund', 'British Screen Productions', 'Eurimages']"
1996,If Lucy Fell,"$4,635,344","$5,000,000","Joe and Lucy are roommates and best friends. Lucy, whose love life is embarrassingly dull, convinces Joe, who is infatuated with a neighbor he's never met, that if they don't have stable ...
                    See full summary »",Eric Schaeffer,"['Eric Schaeffer', 'Tony Spiridakis']","['Sarah Jessica Parker', 'Eric Schaeffer', 'Ben Stiller']","['Motion Picture Corporation of America (MPCA)', 'TriStar Pictures']"
1995,"Steal Big, Steal Little","$6,278,139","$25,000,000","Ruben and Robby are twin brothers, adopted by Mona, one of the wealthiest - and most eccentric - women in Santa Barbara. Ruben is devoted to Mona, but Robby is more devoted to her money. So...
                    See full summary »",Andrew Davis,"['Andrew Davis', 'Teresa Tucker-Davies']","['Andy Garcia', 'Alan Arkin', 'Rachel Ticotin']","['Chicago Pacific Entertainment', 'Savoy Pictures']"
1996,Race the Sun,"$1,700,000",NA,"A bunch of high school misfits in Hawaii, introduced by their new teacher, attend a science fair in which they draw up inspiration to build their own solar car and win a trip to compete in the 1990 World Solar Challenge in Australia.",Charles T. Kanganis,['Barry Morrow'],"['Halle Berry', 'James Belushi', 'Bill Hunter']",['TriStar Pictures']
1993,"The Boys of St. Vincent,",NA,NA,NA,NA,NA,NA,NA
1992,Boomerang,"$70,100,000","$40,000,000",A successful executive and womanizer finds his lifestyle choices have turned back on him when his new female boss turns out to be an even bigger deviant than he is.,Reginald Hudlin,"['Eddie Murphy', 'Barry W. Blaustein']","['Eddie Murphy', 'Robin Givens', 'Halle Berry']","['Paramount Pictures', 'Imagine Films Entertainment', 'Eddie Murphy Productions']"
1994,Chungking Express,"SGD 167,000",NA,"Two melancholy Hong Kong policemen fall in love: one with a mysterious female underworld figure, the other with a beautiful and ethereal server at a late-night restaurant he frequents.",Kar-Wai Wong,['Kar-Wai Wong'],"['Brigitte Lin', 'Takeshi Kaneshiro', 'Tony Chiu Wai Leung']",['Jet Tone Production']
1995,"Star Maker, The (Uomo delle stelle, L')",NA,NA,NA,NA,NA,NA,NA
1996,Flirting With Disaster,NA,NA,NA,NA,NA,NA,NA
1994,"The NeverEnding Story III,",NA,"$17,000,000",A young boy must restore order when a group of bullies steal the magical book that acts as a portal between Earth and the imaginary world of Fantasia.,Peter MacDonald,"['Jeff Lieberman', 'Karin Howard']","['Jason James Richter', 'Melody Kay', 'Jack Black']","['Cinevox Filmproduktion GmbH', 'Dieter Geissler Filmproduktion', 'Studio Babelsberg']"
1994,"Silence of the Palace, The (Saimt el Qusur)",NA,NA,NA,NA,NA,NA,NA
1994,Jupiter's Wife,NA,NA,"Michel Negroponte, a documentary filmmaker, meets Maggie one day in Central Park. Maggie claims to be married to the god Jupiter and the daughter of actor Robert Ryan. Michel gets to know ...
                    See full summary »",Michel Negroponte,"['Gabriel Morgan', 'Michel Negroponte']","['Maggie Cogan', 'Katina Pendleton']","['Cinemax Reel Life', 'Michael Negroponte']"
1995,Pie in the Sky,NA,NA,A whimsical saga of a young man whose two life-consuming passions are unraveling traffic gridlock and an avant-garde dancer. A romantic comedy.,Bryan Gordon,['Bryan Gordon'],"['Josh Charles', 'Anne Heche', 'John Goodman']","['Fine Line Features', 'New Line Cinema']"
1995,Angela,NA,NA,"A ten year old girl named Angela leads her six year old sister, Ellie, through various regimens of 'purification' in an attempt to rid themselves of their evil, which she believes to be the...
                    See full summary »",Rebecca Miller,['Rebecca Miller'],"['Miranda Rhyne', 'Charlotte Eve Blythe', 'Anna Levine']",['Tree Farm Productions']
1995,Frankie Starlight,"$78,168",NA,"This is a story of a man (Walker), suffering from dwarfism, who writes an autobiographical account of his life. In flashbacks, we see how he was conceived to a woman (Parillaud) at the end ...
                    See full summary »",Michael Lindsay-Hogg,"[""Ronan O'Leary"", 'Chet Raymo']","['Matt Dillon', 'Anne Parillaud', 'Gabriel Byrne']","['Bórd Scannán na hÉireann', 'Canal+', 'Channel Four Films']"
1995,Jade,"$9,795,017","$50,000,000","A bright assistant D.A. investigates a gruesome hatchet murder and hides a clue he found at the crime scene. Under professional threats and an attempt on his life, he goes on heartbroken because evidence point to the woman he still loves.",William Friedkin,['Joe Eszterhas'],"['David Caruso', 'Linda Fiorentino', 'Chazz Palminteri']",['Paramount Pictures']
1995,Nueba Yol,"$984,681",NA,"The humble and hardworking Orodoto Balbuena finally gets an opportunity of realizing his lifelong dream of reaching New York and living the ""American Dream"", but soon finds out that things aren't as pretty as he thought.",Ángel Muñiz,['Ángel Muñiz'],"['Luisito Martí', 'Caridad Ravelo', 'Raúl Carbonell']","['Cigua Films', ""D'Pelicula""]"
1995,Sonic Outlaws,NA,NA,NA,NA,NA,NA,NA
1996,Down Periscope,"$25,800,000",NA,"Lt. Cmdr. Tom Dodge is assigned as Captain to the USS Stingray, an old diesel driven submarine that has seen better days. With a crew that consists only of weird guys (and a gal), he's ...
                    See full summary »",David S. Ward,"['Hugh Wilson', 'Andrew Kurtzman']","['Kelsey Grammer', 'Lauren Holly', 'Rob Schneider']",['Twentieth Century Fox Film Corporation']
1995,From the Journals of Jean Seberg,NA,NA,NA,NA,NA,NA,NA
1995,Man of the Year,NA,NA,NA,NA,NA,NA,NA
1995,"The Neon Bible,",NA,NA,"While on a train, a teenage boy thinks about his life and the flamboyant aunt whose friendship acted as an emotional shield from his troubled family. This film evokes the haunting quality ...
                    See full summary »",Terence Davies,"['Terence Davies', 'John Kennedy Toole']","['Jacob Tierney', 'Drake Bell', 'Gena Rowlands']","['Academy', 'Channel Four Films', 'Iberoamerica Films']"
1995,Target,NA,NA,"After a judge is killed in a deliberate explosion, Matlock suspects he was the actual target of the killer. He looks back on past cases to find the culprit.",Frank Thackery,"['Dean Hargrove', 'Gerald Sanoff']","['Andy Griffith', 'Daniel Roebuck', 'Carol Huston']","['Fred Silverman Company', 'Dean Hargrove Productions', 'Viacom Productions']"
1996,Up Close and Personal,"$51,045,801","$60,000,000","An ambitious young woman, determined to build a career in TV journalism, gets good advice from her first boss, and they fall in love.",Jon Avnet,"['Joan Didion', 'John Gregory Dunne']","['Robert Redford', 'Michelle Pfeiffer', 'Stockard Channing']","['Touchstone Pictures', 'Cinergi Pictures Entertainment', 'Avnet/Kerner Productions']"
1996,"The Birdcage,","JPY 249,131,200","$31,000,000",A gay cabaret owner and his drag queen companion agree to put up a false straight front so that their son can introduce them to his fiancée's right-wing moralistic parents.,Mike Nichols,"['Jean Poiret', 'Francis Veber']","['Robin Williams', 'Nathan Lane', 'Gene Hackman']",['United Artists']
